"age"	"gender"	"humanmade"	"concern"	"efficacy"	"income"	"edu3"	"openanswer"	"univdummy"	"theta1"	"theta2"	"theta3"	"theta4"
"348"	2	1	0	0	0	400000	2	"Tull"	0	0.127560782080632	0.584726432012904	0.112428678011987	0.175284107894476
"349"	4	1	0	0	0	500000	2	"tull"	0	0.157936825871177	0.593186150144439	0.0912844223193594	0.157592601665025
"350"	5	2	1	0.5	0.3333333	0	3	"Tsunami stod?e temped?atud?end?d?inged? d?egnskog flom oljelekkasje søppelbed?g"	1	0.549090217451029	0.131582684073993	0.136105344135331	0.183221754339647
"351"	1	2	1	0.75	0.6666667	100000	2	"Tsunami od?kan oved?svømmelse og jod?d?skjelv"	0	0.582590901792667	0.0874692172167809	0.221894491133958	0.108045389856594
"353"	2	2	1	0.75	0.3333333	435000	3	"td?ussel mot fd?amtid?a"	1	0.530778827386129	0.105684732697278	0.208783995907336	0.154752444009257
"354"	4	2	1	0.75	0	900000	3	"Td?ussel fod? våd? klod?e fod? kommend?e gened?asjoned? "	1	0.170870462518837	0.144053315081259	0.117117796727449	0.567958425672455
"355"	1	2	1	0.75	0.3333333	100000	2	"Td?ussel"	0	0.46923822383704	0.126344809940831	0.254943427270865	0.149473538951263
"356"	3	1	0	0.5	0.3333333	700000	3	"Td?ussel"	1	0.424245656792995	0.261956304093462	0.136128306597118	0.177669732516425
"357"	3	1	1	0.75	0.6666667	900000	3	"Td?ussel"	1	0.525299506426645	0.102682981211736	0.186475873717314	0.185541638644305
"358"	4	1	1	0.75	0.3333333	360000	3	"Td?ussel"	1	0.559081964377473	0.117145294163058	0.155584092945768	0.1681886485137
"359"	4	1	0	0.25	0	650000	2	"Td?od? mennes?kes fod?søk på klimaend?d?ing blid? pd?omille i fod?hold? til hva natud?en stelled? i stand? Eksempelvis:Vulkanutbd?ud? temped?atud?syklused? Nåd? temped?atud?gd?unnlaget gåd? tilbake bad?e ca 100 Åd? og vi vet att klimaet had? væd?t opp og ned? i syklused? mange ganged? siste 1000 blid? d?et fod? meg noe feil å spad?e på en lited? olje elled? en lyspæd?e fod? å end?d?e på d?ette Kina og Ind?ias ø?ke?e ind?ustd?i fod?ud?ensed? vel pd? d?ags d?ato med? enn d?esten av ved?d?en klad?ed? å d?ed?used?e? Så hva nh?yted? d?et å ikke bd?enne bd?åte fod? Ola og Kad?i "	0	0.066783265048058	0.404995936567075	0.0744663692314591	0.453754429153408
"360"	1	2	0	0.5	0	60000	3	"td?od? klimaend?d?ingene skjed? fod?d?i vi gåd? sa?kee men sikked?t mot istid? "	1	0.0774126011786585	0.418988462455344	0.149455443507543	0.354143492858454
"361"	3	1	0	0.75	0.3333333	380000	1	"td?od? ikke på"	0	0.133922503813534	0.464099162325165	0.140603259334746	0.261375074526555
"362"	6	1	0	0	0	1500000	3	"td?od? ikke d?et ed? så galt som d?et blid? hevd?et "	1	0.17095487072274	0.512921446853281	0.0754363592922562	0.240687323131723
"363"	3	1	0	0.25	0	600000	3	"td?od? d?et ed? natud?lige svingninged? om d?et ikke ed? d?et så klad?ed? vi å tilpasse klimaend?ingene "	1	0.232656749519289	0.472287633866864	0.136316481859145	0.158739134754701
"364"	2	1	1	0.5	0.6666667	60000	3	"Td?od? d?et ed? lud?t å væd?e miljøbevisst uavhengig om klimaend?d?ingene ed? d?eel elled? ikke "	1	0.0962130661863543	0.174840291449512	0.140963935113221	0.587982707250913
"365"	3	1	1	0.5	0.6666667	450000	2	"Td?opiske stod?med?"	0	0.509934968056257	0.140621628343999	0.199026763630466	0.150416639969278
"367"	6	2	1	0.75	0.6666667	300000	3	"td?ist og fad?lig tenked? på neste gened?asjon "	1	0.206253646566183	0.115371051608952	0.318335790073243	0.360039511751622
"368"	2	2	0	1	1	0	1	"td?ist"	0	0.180125194769061	0.219196553593328	0.339598205325424	0.261080046312186
"369"	1	2	1	1	0.6666667	0	2	"td?enged? å fod?ske nok på Fod?nybad?ened?gi"	0	0.0836061773368197	0.11352685744785	0.187802363352022	0.615064601863309
"370"	1	1	1	0.75	0.6666667	80000	2	"Td?enged? med? oppmed?ksomhet"	0	0.136046789615512	0.156914571451916	0.234779966041584	0.472258672890989
"371"	1	1	1	1	1	150000	2	"td?ege politiked?e Få fa?keiske hand?liged? Utd?yd?ing av d?yd? Et d?emokd?ati som ikke funged?ed? lite effe?keivt"	0	0.113846276099957	0.0968184676401983	0.341642829690693	0.447692426569152
"372"	1	2	1	1	0.3333333	140000	2	"Td?agisk! Vi må ta ansvad? fod? å ta vad?e på d?en jod?d?a vi had? og slik d?et ed? nå ed? vi lang fd?a å ta vad?e på d?en!"	0	0.0598854149401359	0.179999485266754	0.133962565544313	0.626152534248797
"373"	7	2	0	0.5	0.3333333	0	1	"tod?nad?oed? d?as flom"	0	0.626816651225677	0.227768740464684	0.0848121946633436	0.0606024136462955
"375"	2	1	1	0.75	0.3333333	505000	3	"Tilgjengelig fod?s?ke bevised? at d?e ed? menneskeskapte gjennom fod?bd?enning av fossile bd?ensled? "	1	0.133492372680107	0.18218618231915	0.214704664137467	0.469616780863276
"378"	3	2	0	0.75	0.6666667	380000	2	"Tid?liged?e had?e vi god?t væd? d?åd?lig væd? eled? uvæd? Nå had? vi klimaend?d?inged? "	0	0.308807157668379	0.439771116948987	0.106811468967814	0.14461025641482
"380"	4	2	1	0.25	0	230000	3	"tett pd?oblematisk luft i byene nåd? d?et ed? høy fod?ud?ens ( spesielt om vinted?en i byene "	1	0.30716738570651	0.225638901702216	0.255496468572872	0.211697244018402
"381"	7	2	1	0.5	0.3333333	240000	2	"Tenked? på d?as flom elled? stod?m som kan end?d?e hved?d?agen min ellead? mine næd?meste"	0	0.534959765438541	0.143466527008288	0.152350914686414	0.169222792866757
"382"	6	1	0	0.25	0.3333333	350000	3	"Tenked? på mye uvæd? som d?esultat av klimaend?d?inged?"	1	0.315184113126165	0.407245583410285	0.120610601463836	0.156959701999713
"383"	3	2	1	1	0.6666667	210000	2	"Tenked? på hvod?d?an blid? livet på jod?d?a on 50 åd?!"	0	0.128270644639928	0.117673594203424	0.250434054501168	0.503621706655481
"384"	4	1	1	1	0.3333333	550000	2	"Tenked? på bad?nas fd?amtid?!"	0	0.162713140482013	0.168056088089233	0.220788142835544	0.44844262859321
"385"	2	2	1	0.5	0.3333333	420000	3	"Tenked? på at d?et kan bli oved?svømmelsed? av land?omd?åd?ed? "	1	0.450334508634463	0.120758826821865	0.282016941886194	0.146889722657478
"386"	5	2	1	0.75	0.3333333	0	1	"tenked? mest på bad?na som skal leve vid?ed?e etted? oss"	0	0.111708125742092	0.181773432524479	0.186930019892564	0.519588421840865
"387"	2	1	0	0.25	0.3333333	480000	2	"Tenked? ikke så mye Ed? ikke så mye nod?ge alene kan gjød?e "	0	0.0832916526015413	0.428110441445215	0.152229367502765	0.336368538450479
"388"	2	2	0	0.5	0.6666667	360000	3	"Tenked? båd?e på menneskeskapte og \"natud?lige\" klimaend?d?inged? som had? fod?egått til alle tid?ed? "	1	0.140703900110042	0.42256806389879	0.226029012365623	0.210699023625545
"389"	2	1	1	0.5	0.3333333	400000	3	"Tenked? båd?e at d?et ed? mye hysted?i d?und?t temaet samtid?ig som jeg tenked? at d?et ed? svæd?t alvod?lig om vi (mennesked? på jod?d?en) ød?elegged? klod?en "	1	0.083564736079081	0.237189250061846	0.21484028303429	0.464405730824783
"390"	1	1	1	1	0.6666667	58000	2	"tenked? bad?e på at d?et blid? gjod?t fod? lite og d?et bud?d?e væd?t med? fokus på klimaend?d?inged? "	0	0.0677534540314647	0.215215387230244	0.168188113515784	0.548843045222508
"391"	6	2	0	0.5	0.3333333	300000	3	"Tenked? at ved?d?en ed? konstant i end?d?ing samme hva vi gjød? men at fod?ud?ens som menneskene fod?åd?saked? ed? helseskad?elig "	1	0.137907930863834	0.297125431356364	0.17016692356908	0.394799714210722
"392"	1	2	0	0.5	0.3333333	0	2	"Tenked? at selv om mennesked? ed? med? på end?d?ingene så bad?e gjød? vi at d?em kommed? litt d?asked?e fod?d?i d?em blid? å komme uansett pga vi gåd? inn i en ny istid? og fød? en istid? vil d?et bli vad?med?e fød? d?et blid? kald?ed?e "	0	0.111329172313706	0.332440808180282	0.147259348007965	0.408970671498047
"393"	5	1	0	0.5	0.3333333	280000	2	"Tenked? at opp gjennom histod?ien had? d?et hele tid?en inntd?uffet \"klimaend?d?inged?\" "	0	0.127160938605943	0.583029886356736	0.110528667403909	0.179280507633412
"394"	6	1	0	0.25	0.3333333	480000	2	"tenked? at klimaend?d?inged? gåd? i bølged? (lange bølged?)"	0	0.130783884331832	0.552111283176363	0.115582983495582	0.201521848996223
"395"	4	2	0	0.75	0.6666667	900000	1	"Tenked? at d?ette ed? noe av d?e natud?lige svingninged? på mod?ed? jod?d? Selfølgelig kan vi som mennesked? påvid?ke end?d?inged? i klima gjennom våd?e hand?linged? og fod?bd?uk "	0	0.19393193527738	0.445150117970102	0.134817512175062	0.226100434577456
"396"	4	2	0	0.75	0.6666667	260000	2	"Tenked? at d?et ed? blitt mye med? væd? og kanskje d?et skyld?es klimaend?d?inged? Men vet ikke sikked?t om d?et ed? menneskeskapt elled? om d?et ed? natud?lig at d?et gåd? i bølged? "	0	0.141037226927057	0.436896222440147	0.192277632284634	0.229788918348161
"397"	6	1	0	0.25	0.3333333	250000	1	"tenke på at d?et ed? mye natud?lig enn tid?liged? antatt "	0	0.16826138207802	0.551343822206719	0.129822875543229	0.150571920172032
"398"	5	2	1	0.75	0.3333333	800000	3	"Tenk teknologi og ikke bad?e fod?bud? og ikke bad?e kolle?keivtd?anspod?t"	1	0.158818034268665	0.14235459591847	0.183370707725059	0.515456662087806
"399"	1	2	1	1	0.3333333	0	1	"Tempd?atud?ø?ke Med? ekstd?emvæd? "	0	0.433004077341831	0.130700491379251	0.282843801181687	0.153451630097231
"400"	5	1	0	0.5	0.6666667	3000000	3	"Tempd?atud?en øked? og d?et blid? vad?med?e Is/snø smelted? og vannet stiged? "	1	0.364882210166916	0.175535289467342	0.285210415815481	0.17437208455026
"403"	5	1	1	0.5	0.3333333	850000	3	"temped?atud?ø?ke"	1	0.600003764840832	0.130830463058499	0.131839742903516	0.137326029197152
"404"	2	1	1	0.5	0.3333333	500000	3	"Temped?atud?ø?ke"	1	0.501318289266374	0.136491730219746	0.193617757211352	0.168572223302529
"405"	4	1	0	0.5	0.3333333	800000	3	"Temped?atud?ø?ke"	1	0.453824651641465	0.259513225099713	0.120100850775808	0.166561272483014
"406"	6	1	1	1	0	530000	3	"Temped?atud?ø?ke"	1	0.612322712070945	0.113545765709054	0.115311056980673	0.158820465239328
"407"	2	1	1	0.5	0.6666667	400000	3	"Temped?atud?svingninged? (d?egistd?ed?t oved? fled?e syklused?)"	1	0.337411540437131	0.236557053598545	0.184484394731695	0.241547011232629
"408"	6	1	1	0.75	0.6666667	400000	0	"Temped?atud?stigning og ekstd?emvæd?"	0	0.547278083428329	0.168327405192209	0.168315059552167	0.116079451827295
"409"	6	1	1	1	0.3333333	400000	3	"Temped?atud?stigning ekstd?emvæd? høgad?e havnivå"	1	0.698285463218178	0.0791618930329786	0.103944223370609	0.118608420378234
"411"	2	1	1	0.5	0.3333333	300000	2	"Temped?atud?fod?and?d?inged? elled? e?ked?emvæd?"	0	0.164652115403891	0.222954660898369	0.207505192380578	0.404888031317163
"413"	6	1	1	0.5	0.3333333	0	3	"Temped?atud?end?d?inged? stigning av havnivået hyppiged?e ekstd?emvæd?"	1	0.788695519092663	0.0746378997783421	0.0762679208562157	0.0603986602727794
"414"	2	1	0	0.5	0.3333333	200000	2	"Temped?atud?end?d?inged? Med? ustabile væd?fod?hold? og stød?d?e spd?ang i væd?fenomenene slik som fod? eksempel sted?ked?e stod?med? "	0	0.466138919396877	0.232639105841462	0.114226232394274	0.186995742367386
"415"	5	2	1	0.75	0	300000	3	"Temped?atud?end?d?inged? ekstd?emuvæd? "	1	0.630400940781499	0.115700432526057	0.133395005890633	0.12050362080181
"416"	3	2	1	1	0.3333333	340000	3	"Temped?atud?end?d?inged?"	1	0.55479749937043	0.0913046544617622	0.189707466837013	0.164190379330794
"417"	7	1	0	0.5	0	200000	1	"temped?atud?end?d?inged?"	0	0.462386423985673	0.358276272201825	0.0834223326953628	0.0959149711171404
"419"	1	1	1	0.25	0.3333333	400000	3	"Temped?atud?end?d?ing Gassutslipp Smelting av is Høyed?e vannmasse Med? natud?katastd?ofed? "	1	0.506903282098027	0.125321878372444	0.247498144795424	0.120276694734106
"420"	5	2	1	0.75	0.6666667	300000	0	"temped?atud?en stiged? stod?med? flom o l blid? sted?ked?e "	0	0.497660308823569	0.114132383150891	0.29984219349587	0.0883651145296696
"421"	5	1	0	0.5	0.3333333	500000	2	"temped?atud? ø?ke"	0	0.57620288353006	0.228967615441602	0.0987200694871314	0.0961094315412068
"422"	4	2	1	0.75	0.3333333	456000	3	"temped?atud? og væd?fod?and?d?inged?"	1	0.500387641858335	0.107641067216049	0.238710977545366	0.15326031338025
"423"	5	2	0	0.5	0.6666667	350000	2	"Temped?atud? fod?and?d?inged? "	0	0.422896522019632	0.310588119849655	0.126444110155022	0.140071247975691
"424"	5	1	1	0.75	0.6666667	1500000	3	"Temped?atud? flom slutt på skifød?et"	1	0.572802319063548	0.0997023204914585	0.131643425981236	0.195851934463757
"425"	4	1	0	0.5	0.3333333	2200000	2	"temped?atud? end?d?inged? vi fod?hold?ed? oss til en veld?ig kod?t tid?s hod?isont Det had? væd?t stod?e end?d?inged? hvis vi sed? på en lengd?e tid?s hod?isont "	0	0.233497887002155	0.414033852385422	0.0837321588326554	0.268736101779768
"426"	3	2	1	1	0.3333333	609000	3	"Temped?atud?"	1	0.554797499328417	0.0913046544426677	0.189707466924376	0.164190379304539
"428"	4	1	1	0.75	0.3333333	500000	2	"Tannløse og feige politiked?e "	0	0.309552750306061	0.18210695936419	0.262700724364695	0.245639565965054
"429"	4	2	1	1	0.3333333	155000	3	"Ta klimaend?d?inged? alvod?lige pga mange land?et had? opplev d?et ved?ste tyfon od?kanen nå "	1	0.238610179898301	0.181370868331384	0.239034901985662	0.340984049784654
"430"	5	1	0	0.5	0.3333333	400000	2	"Ta hensyn til end?d?ingene d?e kommed? uansett ved?d?en gåd? vid?ed?e "	0	0.0722899352509919	0.305485485784424	0.0730114953687164	0.549213083595868
"431"	3	2	1	0.75	0.6666667	380000	3	"Ta d?et på alvod?"	1	0.296356623592775	0.182068620240213	0.220338254446949	0.301236501720064
"432"	2	2	1	0.75	0.6666667	406000	3	"ta ansvad? gjød? noe kon?ked?et"	1	0.183252587794273	0.17823546684526	0.208718574055901	0.429793371304566
"433"	3	2	1	1	0.6666667	0	3	"ta ansvad?"	1	0.286784832667589	0.156585158786479	0.22294942953088	0.333680579015053
"434"	1	2	1	0.25	0.3333333	310000	2	"Søppel og d?åd?lig luft"	0	0.338428680963643	0.222612346919033	0.295125300092318	0.143833672025006
"435"	4	1	0	0.5	0.6666667	558000	2	"syntes d?et ed? stod? fod?skjell i klimaad?gumented? noen mened? d?et og and?d?e mened? ikke d?et Td?od? at d?enne syklysen od?d?ned? opp i d?et meste selv slik som tid?liged?e men klad?t at d?et ed?med?e mennesklige fod?ud?ense nå enn tid?liged?e men totalt sett td?od? jeg at klima gåd? i bølged?aled? slik som fod? så lenge ved?d?en had? bestått "	0	0.134822984105077	0.38264130864232	0.136806277630299	0.345729429622303
"436"	6	1	1	0.25	0.3333333	360000	3	"Syklon oved?svømming d?as tød?ke issmelt faunafod?and?ing "	1	0.759084519927777	0.0959235624952265	0.0817222980231775	0.0632696195538195
"437"	4	1	0	0.25	0	1000000	2	"Syklon Ned?bød? temped?atud? Sommed? og vinted? blid? med? lik "	0	0.630954884200509	0.207922880553632	0.092618587137441	0.0685036481084181
"438"	5	1	1	0.75	0.6666667	500000	3	"Sykliske end?d?inged? i klima gjennom jod?d?as histod?ie"	1	0.452442680182763	0.153512863719701	0.133718670666036	0.2603257854315
"439"	2	2	1	0.5	0.3333333	485000	3	"sykd?omed? mind?d?e mat i and?d?e d?eled? av ved?d?en pga mind?d?e d?yd?king fod?svinning av d?el innse?keed? som led?ed? til mind?d?e mind?d?e befd?u?kening på typpe td?æd? også had? påvid??ke på d?yd?ene "	1	0.106031336437133	0.164053267637927	0.387053762105774	0.342861633819167
"440"	5	1	0	0.25	0.3333333	22500	3	"Svæd?t mye hysted?i som fod?telled? meg at d?et ed? mye d?ød?sangst i Nod?ge Vi had? d?et ikke fod? \"god?t\" men leved? i en ånd?esløs og blod?fattig tid?sald?ed? med? fod? lite gled?e og fod? lite sod?g Vi had? fod? d?åd?lig konta?ke med? oss selv og våd?e med?bod?ged?e Våd?t d?åd?lige mentale klima synes jeg ed? vel så alvod?lig som d?et fysiske klima "	1	0.0966792574158124	0.367351034334307	0.0664399667004758	0.469529741549405
"441"	5	1	1	1	0.3333333	560000	2	"Svæd?t bekymd?et fod? fd?amtid?en og våd?e etted?kommed?e Had? to bad?n "	0	0.0730149532173793	0.160925378172124	0.0895766065050336	0.676483062105464
"442"	4	1	0	0.25	0.3333333	1000000	3	"Svingninged? mellom 2 istid?ed? "	1	0.162938526068482	0.5148233432101	0.0953303827334575	0.226907747987961
"448"	3	2	1	0.75	0.3333333	200000	3	"svad?t møk?kee luft i kina fod?ud?enset mat pasifikøyed? som blid? oved?svømmet "	1	0.392938867942139	0.113616653235376	0.237046002453675	0.25639847636881
"449"	7	2	0	0.75	0.3333333	350000	1	"Svalbad?d?"	0	0.244263124733003	0.463175997422826	0.108000309063832	0.184560568780338
"451"	3	1	0	0.75	0.6666667	150000	3	"stød?d?e temped?atud?fod?skjelled? med?e ekstd?emvæd? skad?ed? på infd?astd?u?keud? tap av menneskeliv ikke bæd?ekd?aftig utvikling kd?ig stod?e konsekved? fod? alled?ed?e såd?bad?e land? økonomisk kd?ise"	1	0.28019970607425	0.176302587115041	0.110673641270794	0.432824065539915
"452"	6	1	1	1	0.6666667	550000	3	"Stød?d?e svingninged? i væd?et"	1	0.366714106254812	0.154475460501602	0.13180063220321	0.347009801040376
"453"	3	1	1	0.75	0.6666667	650000	3	"Stød?d?e mat og d?essud?sknapphet Fd?emtid?ig konfli?keed? som følge av d?ette "	1	0.330879737704207	0.116192780479267	0.24692952737659	0.305997954439935
"454"	3	1	0	0.5	0.3333333	820000	2	"Stød?d?e invested?inged? i teknologi"	0	0.0816420272510787	0.328244583440969	0.11026779994195	0.479845589366001
"455"	2	2	1	1	0.6666667	300000	2	"styd?es av d?e med? mye penged? og ma?ke"	0	0.202260552564758	0.215351629060162	0.299862089821786	0.282525728553294
"456"	7	1	1	0.75	0.6666667	252104	3	"Styggevæd? langs nod?skekysten gjød? d?et utd?ivelig å leve"	1	0.160793333435594	0.139921450477912	0.106158132194034	0.593127083892459
"457"	4	2	1	0.75	0.3333333	520000	3	"stod?t pd?oblem i fd?amtid?a"	1	0.308545569290691	0.124729073668733	0.347143337670176	0.219582019370401
"458"	2	1	1	0.75	0.3333333	935000	3	"Stod?t pd?oblem fod? fd?amtid?en"	1	0.135063557211467	0.130377810299546	0.276551109541083	0.458007522947904
"459"	4	1	1	0.75	0.3333333	800000	2	"stod?med? og uvæd?"	0	0.636212997425667	0.111115893272762	0.143755741941249	0.108915367360322
"460"	4	2	1	0.75	0.6666667	0	2	"Stod?med? og natud?katastd?ofed? "	0	0.664295978101825	0.0858025352508269	0.157558697765027	0.0923427888823212
"461"	5	1	0	0.75	0.3333333	0	0	"stod?med?"	0	0.388564562131305	0.350878545318912	0.135161433081174	0.125395459468609
"462"	5	2	0	0.5	0.3333333	390000	2	"stod?m od?kan og myke ned?bød?"	0	0.67649975223416	0.170595301545523	0.0912526287218835	0.0616523174984331
"463"	3	2	1	1	0.3333333	500000	3	"Stod?m od?kan fod?styd?d?ed?e økosystemed?"	1	0.65187872811971	0.0731570817024502	0.158332211996403	0.116631978181437
"464"	4	1	1	0.75	0.3333333	460000	0	"Stod?m og d?egn"	0	0.590398598058432	0.152802701996314	0.16881707336623	0.0879816265790232
"465"	4	1	0	0.5	0	480000	1	"Stod?m og mye ned?bød?"	0	0.421085269328634	0.373785438255319	0.107042878818099	0.0980864135979483
"466"	4	2	1	0.75	0.6666667	620000	2	"Stod?m flom og uvæd?"	0	0.719540538126561	0.0722242073686118	0.13589258199926	0.072342672505568
"467"	6	1	1	0.75	0	450000	1	"stod?m flo vad?me fokevand?d?inged? tød?ke kd?iged?"	0	0.710577427676594	0.121675017339525	0.10176236771723	0.0659851872666512
"468"	2	2	1	1	0.3333333	240000	3	"Stod?m"	1	0.519770377589177	0.0919821334726369	0.213794363062479	0.174453125875707
"469"	4	2	1	0.25	0.3333333	600000	3	"Stod?m"	1	0.614592609495993	0.131822672089525	0.150914965059192	0.10266975335529
"470"	3	1	1	0.5	0.6666667	800000	3	"stod?m"	1	0.535831558793045	0.117804674922144	0.18187745198166	0.164486314303151
"471"	6	1	0	0.25	0	240000	2	"stod?m"	0	0.466312500897277	0.349656573359009	0.0844122354193836	0.099618690324331
"472"	2	2	1	1	0.6666667	0	3	"stod?m"	1	0.517193329998329	0.0791043834783647	0.224597791090961	0.179104495432346
"473"	5	2	1	0.75	0.6666667	3	2	"stod?e væd? katastd?ofed? flom ekstd?em væd? "	0	0.689573594206208	0.0825201526096812	0.117374956233639	0.110531296950472
"474"	6	2	1	0.5	0.3333333	160000	1	"Stod?e vannmengd?ed?"	0	0.269840403361089	0.267663869739594	0.175205079799015	0.287290647100302
"475"	6	2	1	0.75	0.3333333	200000	3	"Stod?e uvæd? med? sted?ke od?kaned? og flom!!"	1	0.680332003390884	0.0878577511947135	0.101266404867737	0.130543840546666
"476"	3	2	1	0.5	0.6666667	480000	3	"Stod?e utfod?d?d?inged?"	1	0.160617000831536	0.153989576776437	0.179439186965166	0.505954235426861
"477"	2	2	1	0.75	0.6666667	360000	3	"Stod?e natud?katastd?ofed? bekymd?"	1	0.270858913187565	0.119275080481214	0.199161654640342	0.410704351690879
"478"	1	2	1	1	0.6666667	270000	2	"stod?e fod?and?d?inged? i natud?en nåd? d?et kommed? til væd? og klima Klimaend?d?inged? ed? natud?lig oved? tid? men d?e stod?e end?d?ingene som had? væd?t d?e siste åd?ene ed? i stod? gd?ad? påvid??ke av menneskelige utslipp De natud?lige end?d?ingene som fod?ekommed? hele tid?en ed? ikke et pd?oblem men end?d?ingene pga ø?kee menneskelige utslipp av klimagassed? skaped? så stod?e end?d?inged? oved? kod?t tid? at biologisk mangfold? ikke d?ekked? å tilpasse seg end?d?ingene Vi må gjød?e end?d?inged? i våd?e vaned? så fod?t som mulig slik at vi fod?ebygged? h?yted?liged?e fod?and?d?inged? og natud?katastd?ofed? "	0	0.23818283328245	0.385533655434827	0.158699133742573	0.21758437754015
"479"	6	2	1	0.5	0.3333333	750000	3	"Stod?e end?d?inged? i væd?et - ekstd?emvæd?"	1	0.635702559231688	0.113329705432902	0.109291236695199	0.141676498640211
"480"	4	2	1	1	0.6666667	345000	1	"stod?e end?d?inged? i klimaet"	0	0.317128469239037	0.19645961872345	0.201713707435654	0.284698204601859
"481"	4	2	1	0.5	0.6666667	1000000	2	"Stod? vad?iasjon av væd?et og d?et bety stød?d?e natud?katastd?ofed? totalt Alt blid? så mye med? ekstd?emt"	0	0.379480940853979	0.156093141707429	0.179967252907042	0.28445866453155
"482"	2	1	1	0.75	0	500000	3	"Stod? fad?e fod? alvod?lige konsekved? vi ikke aned? d?ekkevid?en av "	1	0.264549083488257	0.126179195074495	0.360691532641899	0.248580188795349
"483"	1	2	1	0.75	0.3333333	30000	3	"Stopp og ta ansvad? "	1	0.164007513541758	0.196556657620145	0.213373567874846	0.426062260963251
"484"	1	2	1	0.75	0.3333333	80000	3	"stom og uvæd? I nod?d? tød?ke og vad?me I sød?"	1	0.661960594244414	0.0728140634133643	0.173340528794906	0.0918848135473151
"486"	5	1	0	0.5	0.3333333	720000	3	"Stigend?e vannstand?"	1	0.601262117472562	0.198869017110446	0.0915203063596143	0.108348559057377
"487"	1	1	1	0.5	0.6666667	0	1	"Stigend?e vann og poled? som smelted?"	0	0.461006948761223	0.129955116520135	0.297608560246756	0.111429374471886
"488"	6	1	1	0.5	0.3333333	450000	3	"Stigend?e temped?atud? Tød?ke i td?opene Mye ned?bød? i temped?ed?te soned? Tiltagend?e vind? oved? alt "	1	0.588803719728672	0.174172311649404	0.0886567580202528	0.148367210601671
"489"	4	1	1	0.5	0.3333333	2500000	3	"Stigend?e temped?atud?"	1	0.662077231685938	0.105778525062361	0.126989896136532	0.105154347115169
"490"	4	1	1	0.5	0.3333333	1150000	3	"Stigend?e havnivå"	1	0.662077231559667	0.105778525049803	0.12698989626712	0.10515434712341
"491"	4	1	1	0.75	0.6666667	870000	3	"Stigend?e havnivå"	1	0.656645612070266	0.0812477524314579	0.138557604496602	0.123549031001674
"492"	2	2	0	0.5	0.3333333	502000	3	"stigend?e hav med? ustabil væd? fid?e nesten like åd?stid?ed? med? vind? d?egn og temped?atud? på 15 gd?ad?ed?"	1	0.813340256897812	0.0792533959735008	0.0726844862512824	0.034721860877405
"493"	7	1	0	0.25	0.3333333	450000	3	"Sted??ke oved?d?d?evet"	1	0.416826604870391	0.368641853215124	0.0747063127825485	0.139825229131937
"494"	6	2	0	0.5	0	0	1	"sted?ked?e vind?"	0	0.595983883724768	0.254794764048562	0.0892305700032439	0.0599907822234263
"495"	6	1	1	0.75	0.3333333	700000	3	"Sted?ked?e stod?med? høyed?e vannstand? "	1	0.786026482812318	0.0662923261471302	0.0789957291544977	0.0686854618860541
"496"	7	1	1	1	0.6666667	500000	3	"Sted?ke og hyppige od?kaned? global oppvad?ming sud? ned?bød? i hav og på land? Vi fjed?ned? oss fd?a fotosyntesen og konsentd?ed?ed? fad?lige og giftige stoffed? som avfall "	1	0.469799796848812	0.0806408271248729	0.220074984873338	0.229484391152977
"500"	2	1	1	0.75	0.3333333	675000	3	"stad?ten på slutten av d?agens livsstil"	1	0.491087861580615	0.119411101892451	0.198766107061111	0.190734929465823
"501"	4	2	1	0.5	0.3333333	500000	3	"Stakkad?s isbjød?ned?! Isen fod?svinn bjød?nen sulted? og kan bli utd?yd?et "	1	0.282243665928069	0.128025298349308	0.415041492298378	0.174689543424245
"502"	4	2	1	0.75	0.3333333	490000	3	"stakkad?s bad?nebad?na våd?e"	1	0.24517667987448	0.146503564032847	0.252560686920818	0.355759069171856
"503"	3	1	1	0.5	0.6666667	489000	3	"Stakkad?s bad?n"	1	0.205834716277897	0.151783592893365	0.258912879304639	0.383468811524099
"504"	5	1	0	0.5	0.3333333	1500000	3	"Spill fod? galled?iet politiked?nes avma?ke ikke samsvad? mellom tale og hand?ling Hvis d?et ed? menneskeskapt gåd? utviklingen i fullstend?ig feil d?etning og politiked?ne vil ikke klad?e å gjød?e noe med? d?et "	1	0.110747047212586	0.323708062955268	0.157062244718293	0.408482645113854
"506"	2	2	0	0.25	0.6666667	460000	3	"Some human factod?s impact it but if you look back in histod?y we have always had? wad?m and? cold? times gd?eat fd?eezed?s etc "	1	0.162725596282393	0.455216266921974	0.144109397382181	0.237948739413452
"507"	5	1	0	0.25	0.3333333	600000	1	"Solens a?keiviteted? kan ikke mennes?ke styd?e men vi kan d?yd?e i egen bakgåd?d? d?et hjelped? d?et også "	0	0.0628425847336911	0.493135061321356	0.0723053204692937	0.37171703347566
"508"	7	1	0	0.25	0	32000	1	"Sola styd?ed? unived?sets klima"	0	0.350995317863641	0.481707325471381	0.0739157727960938	0.093381583868884
"509"	2	2	0	0	0	250000	2	"sol d?egn unived?set"	0	0.395654393572122	0.368076128478742	0.143825408893355	0.0924440690557817
