"X"	"age"	"gender"	"humanmade"	"concern"	"efficacy"	"income"	"edu3"	"translation"	"univdummy"	"theta1"	"theta2"	"theta3"	"theta4"
"391"	390	6	2	0	0.5	0.3333333	300000	3	"Hugsa að heimurinn sé stöðugt að breytast því sama hvað við gerum en að mengun sem mönnum orsakir er skaðlegt "	1	0.247212479077914	0.0590780162032427	0.451401085002479	0.242308419716364
"392"	391	1	2	0	0.5	0.3333333	0	2	"Hugsaðu að þótt fólk sé á þeim breytingum, þá gerum við aðeins hraðar vegna þess að þeir munu koma engu að síður vegna þess að við förum í nýja ísöld og áður en ísöldin verður að vera heitari áður en það verður kaldara "	0	0.16183355663809	0.0438923234861674	0.465909526881251	0.328364592994491
"393"	392	5	1	0	0.5	0.3333333	280000	2	"Hugsa að upp í gegnum söguna hefur það alltaf átt sér stað \"loftslagsbreytingar\" "	0	0.260796669510659	0.0643408016034805	0.383737651186481	0.291124877699379
"394"	393	6	1	0	0.25	0.3333333	480000	2	"Hugsaðu um að loftslagsbreytingar fer í bylgjur (langar öldur) "	0	0.245797483571449	0.105852505318178	0.357953533527394	0.290396477582979
"395"	394	4	2	0	0.75	0.6666667	900000	1	"Hugsaðu um að þetta sé nokkrar af náttúrulegum sveiflum á sjálfum móður jarðarinnar, sem menn, getum við haft áhrif á breytingar á loftslagi með aðgerðum okkar og neyslu "	0	0.241454453784322	0.0434179287504722	0.525198276412569	0.189929341052637
"396"	395	4	2	0	0.75	0.6666667	260000	2	"Hugsa að það hafi orðið miklu meira veður og kannski er það vegna loftslagsbreytinga en veit ekki hvort það sé tilbúið eða hvort það sé eðlilegt að það fer í bylgjur "	0	0.191874959574014	0.107416972907154	0.224483963427299	0.476224104091533
"397"	396	6	1	0	0.25	0.3333333	250000	1	"hugsa að það sé mjög eðlilegt en elstu "	0	0.290787910440529	0.116245554625528	0.293786987815161	0.299179547118783
"398"	397	5	2	1	0.75	0.3333333	800000	3	"Hugsaðu tækni og ekki bara bann og ekki bara almenningssamgöngur "	1	0.153963225107492	0.0563802389563989	0.554389688093922	0.235266847842187
"399"	398	1	2	1	1	0.3333333	0	1	"Tempratur auka meira sérstakt veður "	0	0.0867658682601291	0.794410775089724	0.0690760134114644	0.0497473432386822
"400"	399	5	1	0	0.5	0.6666667	3000000	3	"Hitastigið eykst og það verður heitari ís / snjóbræðsla og vatnið rís upp "	1	0.164697140624025	0.372133569546472	0.217115502148508	0.246053787680996
"401"	400	4	1	0	0.5	0.3333333	610000	2	"hitastig "	0	0.16483788467429	0.55320167191452	0.157083049666285	0.124877393744905
"402"	401	7	1	0	0	0.3333333	260000	1	"Hitastig auka og fleiri úrkomu "	0	0.0897114601401835	0.823106281187473	0.0417760121345272	0.0454062465378167
"403"	402	5	1	1	0.5	0.3333333	850000	3	"Hitastig hækkun "	1	0.0860013357693149	0.783258035565358	0.0615175175860298	0.0692231110792969
"404"	403	2	1	1	0.5	0.3333333	500000	3	"Hitastig hækkun "	1	0.0945396907478856	0.745342763512388	0.0811865375842588	0.078931008155467
"405"	404	4	1	0	0.5	0.3333333	800000	3	"Hitastig hækkun "	1	0.113260640973768	0.702069743832504	0.0979610030722312	0.0867086121214967
"406"	405	6	1	1	1	0	530000	3	"Hitastig hækkun "	1	0.0791528785628813	0.784616648947893	0.0635734485344633	0.0726570239547626
"407"	406	2	1	1	0.5	0.6666667	400000	3	"Hitastig sveiflur (skráð yfir nokkrum hringrásum) "	1	0.17666598871989	0.473793300065123	0.180347511183067	0.169193200031919
"408"	407	6	1	1	0.75	0.6666667	400000	0	"Hitastig hækkun og öfgafullt veður "	0	0.0766523092803457	0.847802882307938	0.0412759679676634	0.0342688404440531
"409"	408	6	1	1	1	0.3333333	400000	3	"Hitastigið hækkar Extreme Weather Heaved Sea Level "	1	0.0575828198127802	0.857269543446615	0.0410517563297773	0.0440958804108274
"410"	409	2	1	1	0.75	0.3333333	375000	2	"Hitastig hækkun "	0	0.101518597271475	0.733042717449556	0.0896632656560826	0.0757754196228859
"411"	410	2	1	1	0.5	0.3333333	300000	2	"Hitastig breytingar eða spennandi "	0	0.168562190920509	0.478355478258098	0.178623275867012	0.174459054954382
"413"	412	6	1	1	0.5	0.3333333	0	3	"Hitastig breytir hækkun sjávarstigs tíðari mikillar veðurs "	1	0.0507909444863857	0.886203234826662	0.0281500694301116	0.0348557512568409
"414"	413	2	1	0	0.5	0.3333333	200000	2	"Hitastig breytir óstöðugum veðurskilyrðum og meiri stökk í veðri fyrirbæri eins og til dæmis sterkari stormar "	0	0.128527724610011	0.601953160858609	0.146870813351789	0.122648301179591
"415"	414	5	2	1	0.75	0	300000	3	"Hitastig breytist Extreme "	1	0.0780663319590512	0.807063286363016	0.052679831688778	0.0621905499891546
"416"	415	3	2	1	1	0.3333333	340000	3	"Hitastig breytingar "	1	0.0964716131034058	0.740313616428884	0.087542211645335	0.0756725588223753
"417"	416	7	1	0	0.5	0	200000	1	"hitastig breytingar "	0	0.145752348691719	0.658491356561667	0.0986992106674434	0.0970570840791709
"418"	417	4	1	1	1	0.3333333	600000	3	"Hitastig breyting á varanlegum grundvelli "	1	0.0860229727099475	0.763585572853758	0.0782827216680066	0.0721087327682883
"419"	418	1	1	1	0.25	0.3333333	400000	3	"Hitastig Breyting Gas losun bráðna ís meiri líkama meira náttúruhamfarir "	1	0.0527377968730565	0.876296293054325	0.0344462052069964	0.0365197048656216
"420"	419	5	2	1	0.75	0.6666667	300000	0	"Hitastigið rís stormar flóð O l verður sterkari "	0	0.123750274931597	0.716705907020513	0.0945135165283677	0.0650303015195215
"421"	420	5	1	0	0.5	0.3333333	500000	2	"hitastig hækkun "	0	0.120581043857267	0.706329657026783	0.0925450312522413	0.0805442678637086
"422"	421	4	2	1	0.75	0.3333333	456000	3	"Hitastig og veðurbreytingar "	1	0.0820817695972254	0.795623587950402	0.0611636200040738	0.061131022448299
"423"	422	5	2	0	0.5	0.6666667	350000	2	"Hitastig breytingar "	0	0.138757139220223	0.682799971127796	0.101525313162846	0.0769175764891355
"424"	423	5	1	1	0.75	0.6666667	1500000	3	"Hitastig flóð enda á skíðum "	1	0.0721187718076555	0.825083652294811	0.0528074995084767	0.0499900763890574
"425"	424	4	1	0	0.5	0.3333333	2200000	2	"Hitastig Breytingar Við tölum við mjög stuttan tíma Horizon Það hafa verið veruleg breyting ef við lítum á langvarandi sjóndeildarhring "	0	0.224203257126001	0.203896437620271	0.380437987736424	0.191462317517305
"426"	425	3	2	1	1	0.3333333	609000	3	"hitastig "	1	0.110329098348162	0.688788113658568	0.108387290950384	0.0924954970428869
"427"	426	5	1	0	0.5	0	1100000	3	"Hitastig "	1	0.14463992286973	0.581209435977663	0.136791739813943	0.137358901338664
"428"	427	4	1	1	0.75	0.3333333	500000	2	"Tannlaus og kátur stjórnmálamenn "	0	0.204405876340339	0.18909117511372	0.316435865885169	0.290067082660773
"429"	428	4	2	1	1	0.3333333	155000	3	"Taktu loftslagsbreytingar alvarlegt vegna þess að mörg land hefur upplifað versta typhoon fellibylurnar núna "	1	0.170346657815031	0.126313974063298	0.387931375186069	0.315407992935601
"430"	429	5	1	0	0.5	0.3333333	400000	2	"Gefðu gaum að þeim breytingum sem þeir koma hvað sem heimurinn fer á "	0	0.174039671355579	0.0346968650122393	0.525505442669214	0.265758020962968
"431"	430	3	2	1	0.75	0.6666667	380000	3	"Taktu það alvarlega "	1	0.227240194167513	0.209130717779833	0.307686704788195	0.25594238326446
"432"	431	2	2	1	0.75	0.6666667	406000	3	"Taka ábyrgð gerir eitthvað steypu "	1	0.20703496629391	0.116814065669439	0.377893125640988	0.298257842395663
"433"	432	3	2	1	1	0.6666667	0	3	"taka ábyrgð "	1	0.218914280304088	0.188155413538745	0.376486223302343	0.216444082854824
"434"	433	1	2	1	0.25	0.3333333	310000	2	"Sorp og lélegt loft "	0	0.136456870818933	0.654124041246716	0.109741971035193	0.0996771168991579
"435"	434	4	1	0	0.5	0.6666667	558000	2	"Virtist er mikil munur á loftslagi argumuments Sumir telja að það og aðrir trúi ekki að það telur að þessi sicklice sé að mestu eins og áður en það er greinilega að það leyfir mönnum mengun núna en áður, en í heild sinni tel ég að loftslagið fer í Wave dölum eins og svo lengi sem heimurinn er liðinn "	0	0.253109992028434	0.0374329295068849	0.417097306325457	0.292359772139224
"436"	435	6	1	1	0.25	0.3333333	360000	3	"Cyclone flóð RAS þurrka ís bræðslu daunaforanding "	1	0.0694249633299714	0.83947298831923	0.0396100097139615	0.0514920386368369
"437"	436	4	1	0	0.25	0	1000000	2	"Cyclone úrkomu hitastig sumar og vetur verður svipuð "	0	0.126684560917539	0.660843854807239	0.113254213271823	0.0992173710033993
"438"	437	5	1	1	0.75	0.6666667	500000	3	"Hringlaga breytingar á loftslagi í gegnum sögu jarðarinnar "	1	0.283577676105747	0.27187452255291	0.249675002405456	0.194872798935886
"439"	438	2	2	1	0.5	0.3333333	485000	3	"Sjúkdóma minna matur í öðrum heimshlutum vegna minni ræktunar hvarf hluta skordýra sem leiða til minni minniháttar frjóvgun á tillerunum hafa einnig áhrif á dýrin "	1	0.248499363627132	0.0811535906921961	0.40305233591696	0.267294709763712
"440"	439	5	1	0	0.25	0.3333333	22500	3	"Mjög mikið hysteria segir mér að það er mikið af dauða í Noregi sem við höfum ekki fyrir \"gott\" en lifðu í áminningu og blóð-fátækum aldri með of litla gleði og of lítið sorg sem við höfum of slæmt samband við okkur og borgara okkar slæmt andlegt loftslag okkar sem ég held er vel eins alvarlegt og líkamlegt loftslag "	1	0.220828336618038	0.0960089783448871	0.474670313615463	0.208492371421612
"441"	440	5	1	1	1	0.3333333	560000	2	"Mjög áhyggjufullur um framtíðina og afkomendur okkar hafa tvö börn "	0	0.227559606797942	0.103715987868087	0.439767717431564	0.228956687902407
"442"	441	4	1	0	0.25	0.3333333	1000000	3	"Sveiflur á milli 2 ís sinnum "	1	0.236293460549677	0.15455801584373	0.315176757427382	0.29397176617921
"443"	442	3	1	0	0	0	600000	3	"Óþekktarangi Rockefeller Foundation Global skattur "	1	0.157623901271495	0.551187731624492	0.141530429089907	0.149657938014106
"445"	444	6	1	0	0.25	0	300000	2	"Svartur of mikið "	0	0.262622050577329	0.212026027247881	0.270487822244283	0.254864099930507
"448"	447	3	2	1	0.75	0.3333333	200000	3	"Svartur óhreint loft í Kína mengað mat pasifiuver sem fær flóðið "	1	0.22676065355586	0.272362025996463	0.27315949069091	0.227717829756767
"451"	450	3	1	0	0.75	0.6666667	150000	3	"Stærri hitastig Mismunur meiri miklar veðurskemmdir á innviði tap á mannlegu lífi, ekki sjálfbær þróun stríð miklum afleiðingum fyrir nú þegar viðkvæmum löndum fjármálakreppunnar "	1	0.2327518338645	0.148902910788237	0.368758298603975	0.249586956743289
"452"	451	6	1	1	1	0.6666667	550000	3	"Stærri sveiflur í verið "	1	0.212439936759912	0.172170988598577	0.350957408399653	0.264431666241859
"453"	452	3	1	1	0.75	0.6666667	650000	3	"Stærri mat og auðlind skortur framtíðar átök sem afleiðing af þessu "	1	0.281329077313551	0.129966395994477	0.376655404684242	0.21204912200773
"454"	453	3	1	0	0.5	0.3333333	820000	2	"Stærri fjárfestingar í tækni "	0	0.23727582227381	0.106499061390751	0.416162602510105	0.240062513825333
"455"	454	2	2	1	1	0.6666667	300000	2	"stjórnað af þeim sem hafa mikið af peningum og krafti "	0	0.199156708324749	0.0738999058932419	0.512734782588606	0.214208603193404
"456"	455	7	1	1	0.75	0.6666667	252104	3	"Casty meðfram norsku ströndinni gerir það óheiðarlega að lifa "	1	0.188886828681144	0.12792774057344	0.347767642908492	0.335417787836924
"457"	456	4	2	1	0.75	0.3333333	520000	3	"Stór vandamál í framtíðinni "	1	0.217083492658945	0.193494342981722	0.31636022600728	0.273061938352053
"458"	457	2	1	1	0.75	0.3333333	935000	3	"Stór vandamál fyrir framtíðina "	1	0.190484474506071	0.10106730906602	0.378804775204934	0.329643441222975
"459"	458	4	1	1	0.75	0.3333333	800000	2	"Stormar og stormar "	0	0.0959443562209367	0.758918106932247	0.0751757594207026	0.0699617774261138
"460"	459	4	2	1	0.75	0.6666667	0	2	"Stormar og náttúruhamfarir "	0	0.0913806154711576	0.790982270981299	0.0642301916025741	0.0534069219449696
"461"	460	5	1	0	0.75	0.3333333	0	0	"Stormar "	0	0.186999014247499	0.539796411483423	0.162753509012429	0.110451065256648
"462"	461	5	2	0	0.5	0.3333333	390000	2	"Stormur fellibylur og mjúkur úrkoma "	0	0.0937288463000208	0.79356723427905	0.0594850859247795	0.0532188334961495
"463"	462	3	2	1	1	0.3333333	500000	3	"Stormur fellibylur trufla vistkerfi "	1	0.0836613495091509	0.779776458607397	0.0725519822805877	0.064010209602864
"464"	463	4	1	1	0.75	0.3333333	460000	0	"Stormur og rigning "	0	0.11447051484721	0.741196554648607	0.0794286066611919	0.0649043238429911
"465"	464	4	1	0	0.5	0	480000	1	"Stormur og mikið úrkomu "	0	0.186532560343593	0.549949385730197	0.143080560239771	0.12043749368644
"466"	465	4	2	1	0.75	0.6666667	620000	2	"Stormur flóð og stormur "	0	0.075335611053933	0.833777251203545	0.0491643344102387	0.0417228033322833
"467"	466	6	1	1	0.75	0	450000	1	"Stormur Flo Hiti Foke gengur Wipe Wars "	0	0.128374157172759	0.677688285160589	0.0947620414052656	0.0991755162613861
"468"	467	2	2	1	1	0.3333333	240000	3	"Stormur "	1	0.114209438434102	0.668632052849505	0.119863427474008	0.0972950812423852
"469"	468	4	2	1	0.25	0.3333333	600000	3	"Stormur "	1	0.110551260011588	0.725540701085319	0.0769510549913471	0.086956983911746
"470"	469	3	1	1	0.5	0.6666667	800000	3	"stormur "	1	0.123874015155525	0.661405354132019	0.114483814441794	0.100236816270662
"471"	470	6	1	0	0.25	0	240000	2	"stormur "	0	0.157083477026638	0.595133419362048	0.119929977045885	0.127853126565428
"472"	471	2	2	1	1	0.6666667	0	3	"stormur "	1	0.11591274559669	0.674660402629065	0.121689575413872	0.0877372763603736
"473"	472	5	2	1	0.75	0.6666667	3	2	"Stórt er hörmungar flóð Extreme Weather "	0	0.0893568942287946	0.807601724105252	0.0546413351095494	0.0484000465564043
"474"	473	6	2	1	0.5	0.3333333	160000	1	"Mikið magn af vatni "	0	0.200329698118707	0.547341157940772	0.129274636116173	0.123054507824348
"475"	474	6	2	1	0.75	0.3333333	200000	3	"Stórar stormar með sterkum fellibyljum og flóðum !! "	1	0.200167885103855	0.401796366230888	0.217038948547597	0.18099680011766
"476"	475	3	2	1	0.5	0.6666667	480000	3	"Stórar áskoranir "	1	0.209131663140597	0.20512368708422	0.353233278588865	0.232511371186318
"477"	476	2	2	1	0.75	0.6666667	360000	3	"Great náttúruhamfarir áhyggjuefni "	1	0.178552565557746	0.512112106683278	0.177510467348742	0.131824860410234
"478"	477	1	2	1	1	0.6666667	270000	2	"Stórar breytingar á náttúrunni Þegar það kemur að veðri og loftslagsbreytingum er eðlilegt með tímanum en stórar breytingar sem hafa verið á undanförnum árum eru að miklu leyti undir áhrifum af losun manna. Nauðsynlegar breytingar sem eiga sér stað allan tímann er ekki vandamál en breytingarnar vegna Aukin losun mannlegra losunar gróðurhúsalofttegunda skapa mikla breytingu á stuttum tíma að líffræðileg fjölbreytni passi ekki aðlagast breytingarnar sem við verðum að breyta venjum okkar eins fljótt og auðið er þannig að við komum í veg fyrir frekari breytingar og náttúruhamfarir "	0	0.208019926900263	0.129571140655822	0.468873448569274	0.193535483874642
"479"	478	6	2	1	0.5	0.3333333	750000	3	"Miklar breytingar á veðri - Extreme Weather "	1	0.0599193729811935	0.867965480898351	0.0325313739520187	0.0395837721684366
"480"	479	4	2	1	1	0.6666667	345000	1	"Helstu breytingar á loftslaginu "	0	0.282955719320818	0.304333387318425	0.253998936005882	0.158711957354875
"481"	480	4	2	1	0.5	0.6666667	1000000	2	"Mikið úrval af veðri og það þýðir meiri náttúruhamfarir alls allt verður svo miklu meira ákaflega "	0	0.222816502017789	0.381581177844833	0.220256531314702	0.175345788822676
"482"	481	2	1	1	0.75	0	500000	3	"Mikill hætta á alvarlegum afleiðingum sem við vitum ekki sviðið af "	1	0.133291805059983	0.041855673321669	0.541078413365831	0.283774108252517
"483"	482	1	2	1	0.75	0.3333333	30000	3	"Stöðva og taka ábyrgð "	1	0.203322046994793	0.119233537073192	0.436753207230161	0.240691208701855
"484"	483	1	2	1	0.75	0.3333333	80000	3	"Stormur og stormur í North þurrka og hita í suðri "	1	0.0637969789300365	0.841944734895443	0.0497006389681295	0.0445576472063912
"486"	485	5	1	0	0.5	0.3333333	720000	3	"Hækkandi vatnsborð "	1	0.110602156242499	0.715435811043996	0.0902072615122644	0.0837547712012406
"487"	486	1	1	1	0.5	0.6666667	0	1	"Hækkandi vatn og pólverjar sem bráðna "	0	0.124436574431496	0.675215078334649	0.123062332873899	0.0772860143599568
"488"	487	6	1	1	0.5	0.3333333	450000	3	"Hækkandi hitastig þurrka í hitabeltinu mikið af úrkomu í loftræstum svæðum vaxandi vindur yfir "	1	0.0793411751821124	0.821894752509024	0.0449495577155234	0.0538145145933403
"489"	488	4	1	1	0.5	0.3333333	2500000	3	"Aukin hitastig "	1	0.0889615931856647	0.770841420270481	0.0676809437025692	0.0725160428412851
"490"	489	4	1	1	0.5	0.3333333	1150000	3	"Hækkandi sjávarmáli "	1	0.0889615931988417	0.770841420270905	0.0676809436845448	0.0725160428457091
"491"	490	4	1	1	0.75	0.6666667	870000	3	"Hækkandi sjávarmáli "	1	0.0890389819738755	0.771111597015961	0.0742841817382988	0.0655652392718648
"492"	491	2	2	0	0.5	0.3333333	502000	3	"Hækkandi sjó meira óstöðugt veður fjórum næstum sem árstíðir með vindur rigning og hitastig 15 gráður "	1	0.106326736230235	0.738001101476248	0.0905153061297508	0.0651568561637667
"493"	492	7	1	0	0.25	0.3333333	450000	3	"Mjög ýktar "	1	0.20326690937211	0.47793306888087	0.15860018855696	0.16019983319006
"494"	493	6	2	0	0.5	0	0	1	"Sterkari vindur "	0	0.119819914388368	0.736410596448624	0.0730569790412023	0.0707125101218059
"495"	494	6	1	1	0.75	0.3333333	700000	3	"Sterkari stormar hærra vatnsborð "	1	0.0582341312475834	0.8614013065453	0.0376768167010764	0.04268774550604
"496"	495	7	1	1	1	0.6666667	500000	3	"Sterk og tíðar Hurricanes Global warming sýru rigning í sjó og á landi við fjarlægjum okkur frá photosynthesis og einbeita hættulegum og eitruðum efnum sem úrgangi "	1	0.146458989489584	0.413195529728047	0.272881812042504	0.167463668739864
"497"	496	5	2	1	0.5	0.3333333	330000	1	"Er þetta rétt ??? "	0	0.288825494025679	0.247831076217203	0.251574316405195	0.211769113351923
"498"	497	4	1	0	0.5	0.3333333	450000	1	"Er það rétt? "	0	0.261541350712844	0.122520120799487	0.34915525530863	0.266783273179038
"500"	499	2	1	1	0.75	0.3333333	675000	3	"byrjunin í lok lífsstíl í dag "	1	0.214554322921772	0.239735636926014	0.307715390624464	0.23799464952775
"501"	500	4	2	1	0.5	0.3333333	500000	3	"Poor Polar Bears! Ísinn hverfur björninn sveltandi og getur verið útdauð "	1	0.144157241438209	0.54386241015413	0.177991632206034	0.133988716201626
"502"	501	4	2	1	0.75	0.3333333	490000	3	"léleg barnabörn okkar "	1	0.193151146682561	0.141542547014302	0.409441272510496	0.255865033792641
"504"	503	5	1	0	0.5	0.3333333	1500000	3	"Leika fyrir gallerí stjórnmálamenn passa ekki á milli ræðu og aðgerða ef það er tilbúið, þróunin í fullkomnu röngum áttum og stjórnmálamönnum mun ekki geta gert neitt um það "	1	0.163029328988522	0.0418025800468152	0.374153436753755	0.421014654210908
"506"	505	2	2	0	0.25	0.6666667	460000	3	"Sumir mannlegir þættir hafa áhrif á það en ef þú horfir aftur í söguna höfum við alltaf haft heitt og kalt sinnum frábær frystir osfrv "	1	0.234067772235076	0.173515675991826	0.331541094182331	0.260875457590767
"507"	506	5	1	0	0.25	0.3333333	600000	1	"Starfsemi sólarinnar getur ekki stjórnað en við getum hreinsað í eigin bakgarði sem það hjálpar einnig við það "	0	0.139028414579278	0.0167150057646635	0.585054509269395	0.259202070386663
"508"	507	7	1	0	0.25	0	32000	1	"Sólin stjórnar loftslagi alheimsins "	0	0.283455065050797	0.217643765889209	0.25887211371146	0.240029055348534
"509"	508	2	2	0	0	0	250000	2	"Sun Rain Universe "	0	0.169368078300121	0.565279726215941	0.136066456548595	0.129285738935343
"510"	509	7	1	1	0.75	0.3333333	0	2	"Snowstorm og stór rigning sjávarborðsstig og Gulf Stream til að breyta stefnu vegna ísbræðslu í Polar svæðum "	0	0.180971820761321	0.385610177812848	0.170542559572703	0.262875441853128
"511"	510	2	2	1	0.5	0.6666667	405000	3	"Snjóbræðsla pólverjar "	1	0.119917653011179	0.687165400399784	0.104853317467006	0.0880636291220312
"513"	512	5	1	1	0.25	0.3333333	700000	2	"Snowdish Winters. "	0	0.126635203234719	0.688225310483898	0.0881091420011019	0.0970303442802802
"515"	514	5	2	1	0.75	0.3333333	460000	3	"Snjór og bray bráðnun "	1	0.0790244965063232	0.807608421383004	0.0553019054778412	0.058065176632831
"516"	515	3	1	0	0.5	0.6666667	1700000	3	"Snowmelt AV Pólverjar og Grænland "	1	0.157206477359313	0.551662858411035	0.169417186870313	0.121713477359338
"517"	516	1	1	1	0.75	0.6666667	150000	2	"Melting á stöngunum þurrt á þurr svæði og almenn ójafnvægi "	0	0.0787993112932684	0.806210136665697	0.0661877376936033	0.0488028143474315
"518"	517	3	1	1	0.25	0.6666667	500000	3	"Melting af stöng svæði hærra vatnsstig til lengri tíma litið "	1	0.226274393753684	0.43579011518975	0.174273309551504	0.163662181505062
"520"	519	3	1	1	0.5	0.3333333	480000	3	"Melting stöng ísinn "	1	0.091810862940518	0.75819821319705	0.0742349154833752	0.0757560083790561
"521"	520	3	2	1	0.5	0.3333333	490000	3	"Bráðna ísinn á Norðurpólnum og Suðurpólnum og hvað það mun valda því "	1	0.171011356335978	0.322675614755092	0.248450809940843	0.257862218968086
"522"	521	3	2	0	0.5	0.3333333	250000	2	"Melting jökla stormar og hitastig breytingar "	0	0.0796774823610828	0.825656988136112	0.0517053411117554	0.0429601883910494
"523"	522	5	2	1	0.75	0	240000	3	"Bráðna ís í kringum stöngina og afleiðingar sem það gerist fyrir okkur "	1	0.160272552181013	0.200620505333765	0.289231860834772	0.34987508165045
"524"	523	2	1	1	0.5	0.6666667	600000	3	"Melting ís á skautunum "	1	0.127838732262256	0.640903872977111	0.12616915308231	0.105088241678322
"525"	524	1	2	1	0.5	0.3333333	0	3	"Melting ís og deyjandi ísbjörn "	1	0.17861327372323	0.503235637753431	0.171259225895184	0.146891862628155
"526"	525	3	2	0	0.25	0.3333333	320000	2	"Melting ís "	0	0.165139915343809	0.586512913561837	0.13627697351663	0.112070197577725
"527"	526	2	2	1	0.5	0.3333333	620000	3	"Melted ís í Suðurskautinu "	1	0.118119642240601	0.681038493262831	0.103227026425451	0.0976148380711172
"528"	527	2	2	0	0.25	0.6666667	400000	3	"Melting Pólverjar "	1	0.118120248696998	0.713363773151589	0.0949888521060937	0.0735271260453192
"531"	530	1	2	1	0.75	0.6666667	100000	2	"Skelfilegur! "	0	0.241307308720653	0.256845302112443	0.309932758952638	0.191914630214266
"532"	531	2	2	1	1	0.3333333	346000	0	"Skelfilegur hvar verður veturinn og sumarið af? "	0	0.255521608495198	0.151129925190785	0.391936727462634	0.201411738851383
"533"	532	2	2	1	1	0.6666667	430000	3	"Skelfilegur einn mikill ábyrgð "	1	0.241060180519199	0.173656583639655	0.37583651851851	0.209446717322636
"534"	533	1	2	0	0.25	0.3333333	700000	3	"Skelfilegur snertir ekki kynslóðina mína "	1	0.235064949482467	0.118026881432552	0.400911172357003	0.245996996727977
"535"	534	1	2	1	1	0.3333333	200000	3	"Skelfilegur "	1	0.211800833507643	0.257533251867047	0.314097142674805	0.216568771950505
"536"	535	1	2	1	0.75	0.6666667	40000	2	"Skelfilegur "	0	0.241307308720653	0.256845302112443	0.309932758952638	0.191914630214266
"537"	536	6	1	1	1	0.3333333	390000	3	"Skelfilegur "	1	0.211381137248875	0.309431972880347	0.255810613826558	0.22337627604422
"538"	537	5	2	1	1	0.3333333	180000	1	"skelfilegur "	0	0.248492248759611	0.309226910920096	0.254920163559312	0.187360676760981
"539"	538	3	1	1	0.75	0.3333333	400000	2	"Skelfilegur "	0	0.232600244232979	0.246568958589944	0.295828394780683	0.225002402396394
"540"	539	3	2	1	0.75	0.3333333	47000	3	"skelfilegur "	1	0.220332453947041	0.30129458888946	0.263061642750368	0.21531131441313
"541"	540	4	1	1	0.25	0.3333333	700000	3	"Skelfilegur "	1	0.229910719653538	0.287802507789693	0.242366361259336	0.239920411297433
"542"	541	2	1	0	0.75	0.3333333	550000	3	"Vonbrigði og disgust við stjórnmálamenn og viðskipti "	1	0.171139932508462	0.0671344932737663	0.468449133951769	0.293276440266002
"543"	542	5	2	0	0.5	0	300000	3	"Greining Program Time New Religion: Hver sem \"telur\" á samþykktu sannleikanum er ókunnugt en hægt er að kaupa á móti með loftslagskvóta eins og það hjálpar annars að það sé nóg að hafa áhyggjur af loftslagsbreytingum sem gerast án truflana manna en myndi byggja á óperuna í Ósló Rétt í sjónum Ef þú hélt að hafið muni hækka hættulegan 50 ár? "	1	0.231669168442525	0.100494655511982	0.363841040019342	0.303995136026152
"544"	543	2	2	1	1	0.6666667	1400000	2	"Skelfilegur! Það fer meira og meira fyrir mig að þetta er tilbúið og að við verðum að gera helstu breytingar til að snúa þróuninni í Noregi, við verðum einnig að vinna miklu virkari við U-lönd í tengslum við sérþekkingu og raunverulegan hjálp "	0	0.207903579489779	0.11072798462976	0.41602529186707	0.26534314401339
"545"	544	4	2	1	1	0.6666667	550000	3	"Ógnvekjandi og tilbúin "	1	0.222303946911612	0.218015197512903	0.309038442678489	0.250642412896996
"546"	545	5	2	1	0.75	0.6666667	0	1	"ógnvekjandi þegar stefnan bráðnar "	0	0.231316712195881	0.394004595340243	0.202367636545917	0.172311055917959
"547"	546	2	2	1	0.75	0.3333333	380000	2	"Skelfilegur fjöldi breytinga á loftslagi "	0	0.26622599856149	0.23571310472989	0.288749777571531	0.209311119137089
"548"	547	3	1	1	1	0.3333333	500000	3	"Ógnvekjandi framtíð "	1	0.172649615458736	0.469832504806764	0.198500753874876	0.159017125859624
"549"	548	4	2	1	1	0.6666667	980000	3	"Ógnvekjandi "	1	0.219450657464208	0.321103438625226	0.268636458347384	0.190809445563182
"550"	549	7	2	1	1	0.6666667	450000	3	"Ógnvekjandi "	1	0.217379675067716	0.382044665297766	0.219824203133648	0.180751456500871
"551"	550	6	2	1	0.75	0.3333333	0	2	"ógnvekjandi "	0	0.236471324580701	0.347879015561076	0.220147317018406	0.195502342839818
"552"	551	6	2	1	1	0.3333333	2620941	3	"Ógnvekjandi "	1	0.213227892820434	0.355194952812735	0.229578288720273	0.201998865646558
"553"	552	2	2	1	0.75	0.6666667	441700	3	"ógnvekjandi "	1	0.225538953144299	0.287916429826349	0.287190710946992	0.199353906082361
"554"	553	6	2	0	0.5	0	250	1	"ógnvekjandi "	0	0.280806167437404	0.234891241592197	0.265146259301526	0.219156331668873
"555"	554	6	2	1	0.5	0.3333333	0	1	"Ógnvekjandi "	0	0.26124114023808	0.340020633739364	0.210232735685973	0.188505490336583
"556"	555	3	2	1	1	0.3333333	400000	3	"Ógnvekjandi "	1	0.213753279227354	0.295538803056436	0.278813349391408	0.211894568324802
"557"	556	6	2	1	1	0.3333333	0	3	"ógnvekjandi "	1	0.213227892820434	0.355194952812735	0.229578288720273	0.201998865646558
"558"	557	5	2	1	0.75	0.6666667	450000	3	"Ógnvekjandi "	1	0.225452247873897	0.347165928312482	0.23696899778343	0.190412826030191
